"","gross","color","duration","director_facebook_likes","genres","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","imdb_score","aspect_ratio","movie_facebook_likes","total_facebook_likes"
"1966",16.684352,"Color",112,11000,"Comedy",67893,1205,0,163,"English","USA","R",17,2012,6.3,1.85,18000,12972
"1967",46.7,"Color",136,16000,"Action",19832,16805,1,98,"English","USA","PG",21,1982,5.9,2.35,0,49302
"1968",52.008288,"Color",81,406,"Animation",162037,3003,1,928,"English","USA","R",21,1999,7.8,1.85,0,5503
"1969",8.579684,"Color",87,0,"Comedy",89547,24324,0,199,"English","USA","R",9,2007,7.4,1.85,0,47429
"1970",42.66,"Color",96,8,"Action",25086,1254,0,87,"English","USA","PG",17,1993,4.8,1.85,1000,2213
"1971",40.219708,"Color",106,48,"Drama",22649,18630,3,131,"English","USA","PG-13",21,2001,6.3,1.85,0,37275
"1972",132.08891,"Color",122,737,"Comedy",533607,72115,0,692,"English","USA","R",21,2012,7.8,2.35,117000,142852
"1973",36.581633,"Color",123,98,"Biography",52533,3994,1,235,"English","other","PG-13",21,2007,7.5,1.85,10000,7497
"1974",25.296447,"Color",92,255,"Action",237248,27572,0,460,"English","other","PG-13",21,2002,6.8,2.35,0,55274
"1975",24.848292,"Color",110,65,"Action",80556,4089,1,184,"English","USA","PG-13",20,2008,6.6,2.35,0,7730
"1976",17.757087," Black and White",104,52,"Horror",13065,3162,1,253,"English","USA","R",21,1999,4.6,1.85,897,4899
"1977",9.430988,"Color",98,0,"Comedy",45992,1997,2,115,"English","USA","R",17,2009,7.1,2.35,7000,3768
"1978",16.28436,"Color",120,0,"Comedy",15079,6212,1,79,"English","USA","PG-13",21,2008,6.1,2.35,1000,8999
"1979",6.830957,"Color",112,52,"Drama",11983,16692,3,147,"English","USA","PG-13",21,2002,6.7,2.35,365,33091
"1980",24.104113,"Color",127,140,"Drama",149066,46241,1,517,"English","other","R",20,2011,7.1,2.35,24000,89381
"1981",0.015593,"Color",102,18,"Comedy",2295,1562,1,40,"English","USA","PG-13",21,1999,5.8,1.85,284,2855
"1982",0.958319,"Color",91,0,"Drama",39764,34705,0,148,"English","USA","PG-13",21,2011,6.7,2.35,17000,69167
"1983",69.7,"Color",114,19,"Comedy",7748,3688,2,48,"English","USA","R",35,1982,5.8,2.35,0,6432
"1984",2.840417,"Color",115,0,"Horror",77493,2990,0,527,"English","other","R",31,1999,6.8,1.85,6000,5606
"1985",242.374454,"Color",115,14000,"Action",661017,12906,1,771,"English","USA","PG",18,1981,8.5,2.35,16000,39177
"1986",173.585516,"Color",120,0,"Adventure",200077,7860,2,189,"English","USA","PG",18,1992,6.6,1.85,0,12860
"1987",128.3,"Color",135,14000,"Drama",139288,1591,0,339,"English","USA","PG",19.40087,1977,7.7,2.35,0,16883
"1988",20.259297,"Color",90,2,"Drama",24969,19952,0,258,"English","USA","PG-13",20,2006,4.7,2.35,0,37761
"1989",153.665036,"Color",100,12000,"Action",84824,4121,1,95,"English","USA","R",28,1987,6.4,2.35,0,18563
"1990",132.541238,"Color",105,163,"Comedy",30058,2505,2,236,"English","USA","PG-13",33,2003,5.5,2.35,800,4415
"1991",130.727,"Color",138,438,"Crime",887467,13184,0,916,"English","USA","R",19,1991,8.6,1.85,40000,26621
"1992",121.69735,"Color",94,122,"Comedy",114610,4263,2,176,"English","USA","PG-13",20,1992,7,1.85,0,6621
"1993",117.224271,"Color",101,79,"Action",47794,1787,1,81,"English","USA","R",20,2010,7.1,1.78,0,3054
"1994",102.922376,"Color",131,82,"Adventure",51314,1520,0,265,"English","USA","PG",20,1978,5.7,2.35,0,2866
"1995",94.497271,"Color",91,67,"Adventure",17829,4729,1,99,"English","USA","PG",20,2008,3.7,2.35,0,8034
"1996",137.387272,"Color",112,0,"Horror",300110,9049,0,807,"English","USA","R",20,2013,7.5,2.35,131000,16706
"1997",82.301521,"Color",95,32,"Adventure",22679,3558,2,149,"English","USA","PG",32,2005,4.6,1.85,773,5621
"1998",84.518155,"Color",100,265,"Comedy",35965,2654,0,144,"English","USA","R",20,2014,4.9,1.85,11000,5003
"1999",80.050171,"Color",105,154,"Drama",186984,2287,0,491,"English","USA","PG-13",20,2007,6.9,1.85,0,4443
"2000",81.257845,"Color",108,0,"Comedy",210680,4403,1,479,"English","USA","PG-13",35,2003,7.1,1.85,0,7821
"2001",70.360285,"Color",101,545,"Action",81783,3816,0,283,"English","USA","PG-13",18,1995,5.8,1.85,0,6906
"2002",12.831121,"Color",114,118,"Drama",44979,679,0,298,"English","USA","PG-13",30,2004,7,2.35,0,1419
"2003",69.148997,"Color",109,322,"Comedy",98794,6313,4,251,"English","USA","PG-13",37,2004,5.4,1.85,0,9456
"2004",82.624961,"Color",115,729,"Comedy",205284,9578,0,439,"English","USA","R",20,2011,7.3,2.35,22000,19586
"2005",67.325559," Black and White",117,99,"Adventure",58222,1293,0,331,"English","USA","PG",20,2003,7.1,1.85,0,2418
"2006",62.933793,"Color",107,30,"Drama",62421,2341,1,185,"English","USA","PG",20,2010,5.8,2.35,10000,3791
"2007",56.66787,"Color",134,0,"Biography",439176,4251,0,695,"English","USA","R",20,2013,8.1,2.35,83000,7411
"2008",56.398162,"Color",118,30,"Comedy",28649,2390,0,185,"English","USA","PG-13",20,2002,5.7,2.35,2000,4259
"2009",60.072596,"Color",121,0,"Comedy",7664,6657,8,68,"English","USA","PG-13",20,2010,4.4,1.85,0,10285
"2010",56.362352,"Color",105,13000,"Fantasy",357581,42330,0,588,"English","USA","PG-13",20,1990,7.9,1.85,16000,96955
"2011",56.154094,"Color",110,17,"Drama",44723,21852,0,130,"English","UK","PG-13",20,2016,7.6,2.35,51000,43287
"2012",65.623128,"Color",114,0,"Comedy",7354,2753,5,50,"English","USA","PG-13",20,2012,4.8,1.85,0,4935
"2013",48.546578,"Color",85,64,"Comedy",50415,6539,0,613,"English","USA","PG-13",20,2006,2.7,1.85,806,11201
"2014",48.423368,"Color",72,2,"Adventure",13324,3402,1,79,"English","USA","G",20,2002,5.8,1.66,302,5515
"2015",52.066,"Color",128,151,"Biography",61114,3869,0,212,"English","UK","PG-13",20,2014,7.5,2.35,22000,6872
"2016",47.887943,"Color",72,0,"Adventure",11634,4480,0,58,"English","USA","G",20,2003,5.4,1.85,227,8319
"2017",46.363118,"Color",89,19,"Drama",25960,1383,0,389,"English","USA","PG-13",20,2005,4.1,1.85,1000,2669
"2018",47.852604,"Color",96,9,"Drama",62364,1825,0,337,"English","USA","PG-13",20,2007,5.9,2.35,0,3393
"2019",45.542421,"Color",77,25,"Animation",13319,575,0,53,"English","USA","G",30,2000,6.3,1.78,347,1173
"2020",42.652003,"Color",111,132,"Adventure",18915,2851,0,87,"English","USA","PG",20,2015,6.8,2.35,33000,4903
"2021",39.737645,"Color",93,82,"Adventure",89687,4293,11,666,"English","USA","PG-13",20,2007,2.3,1.85,0,6899
"2022",37.56744,"Color",129,468,"Adventure",113068,2024,0,337,"English","USA","R",20,1982,6.9,2.35,0,4285
"2023",44.98818,"Color",128,310,"Biography",195333,1058,2,409,"English","USA","R",20,2015,8.1,1.85,80000,2358
"2024",39.263506,"Color",110,119,"Crime",40469,2382,1,135,"English","USA","PG-13",22,2008,6.1,2.35,0,4764
"2025",39.143839,"Color",137,70,"Horror",38658,5746,0,284,"English","USA","PG-13",20,2006,5,1.85,930,11164
"2026",37.67235,"Color",124,8,"Comedy",5427,1660,1,51,"English","USA","R",20,1998,5.5,1.85,0,2678
"2027",38.037513,"Color",93,12,"Adventure",49680,20188,2,117,"English","USA","PG",20,1991,6.2,1.85,0,39605
"2028",37.44218,"Color",115,272,"Comedy",28005,52571,1,236,"English","USA","PG-13",20,2006,6.2,2.35,0,104843
"2029",35.596227,"Color",105,210,"Crime",79461,1454,1,463,"English","USA","R",20,2010,6.3,2.35,10000,2934
"2030",35.422828,"Color",127,16,"Biography",19126,1735,1,155,"English","USA","PG",20,1997,6.7,2.35,0,3156
"2031",36.658108,"Color",82,82,"Comedy",39095,2898,7,187,"English","USA","PG-13",20,2010,3.5,1.85,16000,4494
"2032",34.300771,"Color",143,0,"Drama",243799,11248,3,908,"English","other","R",25,2006,7.5,1.85,0,22418
"2033",34.290142,"Color",103,189,"Comedy",54242,4662,8,145,"English","USA","R",19.8,2014,6.6,2.35,14000,8800
"2034",33.422556,"Color",104,53,"Drama",99236,33903,0,321,"English","USA","PG-13",20,2008,7.5,1.85,0,67608
"2035",32.774834,"Color",98,406,"Action",136048,2609,5,700,"English","USA","R",30,2004,7.2,2.35,0,4804
"2036",34.334256,"Color",92,34,"Horror",35131,1945,0,255,"English","USA","R",11,2013,4.8,2.35,16000,3017
"2037",32.051917,"Color",123,36,"Crime",42315,12338,0,140,"English","USA","R",20,1995,6.6,2.35,0,24005
"2038",32.014289,"Color",88,92,"Comedy",50337,34319,8,177,"English","USA","PG-13",20,2013,3.5,1.85,13000,66928
"2039",31.838002,"Color",128,835,"Biography",136673,13189,1,281,"English","USA","R",20,2008,7.6,1.85,10000,26675
"2040",36.874745,"Color",107,58,"Action",12276,389,2,117,"English","USA","PG-13",20,2016,6.3,2.35,21000,711
"2041",30.079316,"Color",91,17,"Horror",75920,1083,0,474,"English","USA","R",35,2002,5.5,1.85,0,2097
"2042",35.033759,"Color",90,12,"Adventure",55008,2462,4,93,"English","USA","R",19,2011,6.3,2.35,21000,4498
"2043",29.753944,"Color",115,39,"Crime",90677,14275,3,389,"English","USA","R",20,1998,6.5,2.35,0,28049
"2044",31.14657,"Color",113,108,"Drama",55441,1136,3,165,"English","USA","R",20,2010,6.9,2.35,0,2366
"2045",27.277055,"Color",113,350,"Comedy",143137,3141,0,602,"English","UK","R",20,2000,7.6,1.85,10000,6070
"2046",26.876529,"Color",87,2,"Horror",26624,1834,1,189,"English","other","PG-13",27,2008,3.9,1.85,0,3144
"2047",53.146,"Color",101,154,"Crime",9845,3174,1,77,"English","USA","R",20,1996,6.1,1.85,613,5641
"2048",30.028592,"Color",111,79,"Crime",152247,27755,0,189,"English","UK","R",20,2008,7.3,2.35,0,54932
"2049",34.126138,"Color",108,1000,"Drama",666937,19364,1,1514,"English","USA","R",20,2004,8.3,1.85,52000,39364
"2050",25.677801,"Color",105,99,"Comedy",41273,4813,6,136,"English","USA","PG",20,2010,5.8,2.35,0,8368
"2051",26.415649,"Color",109,453,"Action",94892,33878,4,189,"English","USA","R",20,2008,6.8,2.35,0,65331
"2052",26.003149,"Color",109,1000,"Action",185587,278,6,401,"English","UK","R",20,2013,7,2.35,49000,1534
"2053",25.584685,"Color",99,26,"Comedy",15877,3327,5,102,"English","USA","PG",20,2007,5.9,2.35,590,5392
"2054",29.975979,"Color",98,35,"Action",105797,189,0,281,"English","other","R",20,2009,6.5,2.35,0,402
"2055",31.584722,"Color",104,14,"Comedy",101730,5707,1,131,"English","USA","R",20,2010,6.4,2.35,0,9411
"2056",23.179303,"Color",109,15,"Adventure",32951,4257,3,44,"English","other","PG",20,2011,5.8,1.85,6000,8397
"2057",23.078294,"Color",75,19,"Horror",25870,3590,0,281,"English","USA","PG-13",9,2006,5.1,2.35,0,6349
"2058",21.413105,"Color",119,23,"Action",15230,45841,1,97,"English","other","PG-13",20,1990,6.8,2.35,0,90612
"2059",25.077977,"Color",90,0,"Adventure",10986,2486,0,84,"English","USA","PG",20,2010,5.3,1.85,0,4296
"2060",23.292105,"Color",97,212,"Action",39541,3261,0,334,"English","USA","PG-13",20,2006,5.3,2.35,3000,5987
"2061",20.916309,"Color",89,0,"Comedy",5332,88422,4,37,"English","USA","PG",40,2009,4.9,1.85,431,176462
"2062",21.2,"Color",106,835,"Comedy",34774,3598,0,162,"English","USA","R",20,1995,6.8,1.85,1000,6858
"2063",20.241395,"Color",104,0,"Action",42664,5123,0,403,"English","USA","R",20,1998,6.1,2.35,0,9000
"2064",32," Black and White",108,13000,"Horror",422432,1885,2,1040,"English","USA","R",0.806947,1960,8.5,1.85,18000,16108
"2065",19.151864,"Color",112,41,"Comedy",36983,3301,3,100,"English","USA","R",40,2008,5.9,1.85,0,5332
"2066",23.393765,"Color",104,19,"Drama",31323,18760,0,76,"English","USA","PG-13",20,2014,6.3,2.35,0,35710
"2067",18.88288,"Color",113,0,"Comedy",20539,4039,3,125,"English","USA","R",20,2007,5.9,2.35,681,6958
"2068",8.5,"Color",98,15,"Comedy",2061,1761,0,34,"English","USA","PG",20,1981,5.4,1.78,501,3122
"2069",18.252684,"Color",114,160,"Comedy",18366,1816,2,219,"English","USA","PG",30,1998,6.9,1.85,0,3614
"2070",19.661987,"Color",124,57,"Drama",83786,17050,2,231,"English","USA","R",20,2007,7.5,2.35,0,32012
"2071",18.352454,"Color",148,0,"Adventure",426359,18752,0,760,"English","USA","R",15,2007,8.2,2.35,76000,37460
"2072",17.803796,"Color",108,480,"Comedy",26100,4374,1,97,"English","USA","PG-13",20,2006,5.9,2.35,484,7334
"2073",17.529157,"Color",95,83,"Adventure",49888,2173,0,220,"English","other","R",20,2012,5,2.35,25000,3947
"2074",25.75384,"Color",108,0,"Crime",219091,23296,2,592,"English","USA","R",19,1996,7.3,1.85,12000,44140
"2075",18.081626,"Color",68,0,"Animation",4180,861,0,32,"English","USA","G",20,2005,6.4,1.85,264,1704
"2076",17.51822,"Color",103,0,"Comedy",9105,25263,1,76,"English","USA","PG-13",20,1995,6.6,1.85,0,48064
"2077",17.104669,"Color",99,0,"Action",99353,537,1,354,"other","other","R",20,2004,7.8,2.35,0,922
"2078",16.988996,"Color",88,0,"Comedy",3875,8189,1,75,"English","USA","G",35,2002,4,1.85,422,13096
"2079",15.797907,"Color",128,395,"Drama",68119,904,0,230,"other","USA","PG-13",20,2007,7.6,2.35,0,1949
"2080",16.248701,"Color",124,0,"Drama",189683,7567,0,559,"English","USA","R",20,2003,7.7,1.85,0,14976
"2081",15.712072,"Color",84,2,"Action",13210,2915,0,138,"English","USA","PG-13",20,2004,5.8,2.35,269,4731
"2082",191.449475,"Color",122,308,"Drama",348010,44061,1,1535,"English","USA","PG-13",37,2008,5.2,2.35,19000,83369
"2083",15.408822,"Color",101,13,"Comedy",14147,2698,3,92,"English","USA","PG-13",20,2003,5.6,1.85,401,4416
"2084",15.464026,"Color",98,143,"Comedy",23076,1189,2,158,"English","USA","PG-13",20,2000,5.3,1.85,1000,2003
"2085",8,"Color",225,126,"Biography",6484,1934,6,100,"English","USA","G",20,1965,6.6,2.76,1000,3410
"2086",14.174654,"Color",88,82,"Comedy",74945,2857,0,359,"English","USA","PG-13",25,2008,1.9,1.85,0,4761
"2088",13.801755,"Color",94,36,"Action",23928,15183,1,100,"English","USA","PG",20,1997,6.6,1.85,0,29554
"2089",13.987482,"Color",117,20,"Comedy",58957,15713,1,91,"English","USA","R",20,2011,6,1.85,0,28420
"2090",14.29157,"Color",95,4,"Action",82082,1414,2,236,"English","other","PG-13",20,2012,6.1,2.35,10000,2733
"2091",12.181484,"Color",99,272,"Comedy",26390,1189,1,176,"English","USA","PG-13",40,2004,4.8,1.85,713,2610
"2092",13.630226,"Color",96,83,"Action",112516,30541,0,223,"English","USA","R",20,2009,6.2,1.85,0,58518
"2093",13.383737,"Color",98,11000,"Comedy",29385,4302,4,86,"English","USA","R",20,1994,7.5,1.85,979,18248
"2094",13.391174,"Color",123,6,"Biography",5796,908,0,177,"English","USA","PG",20,2006,6.3,2.35,0,1789
"2095",12.987647,"Color",101,176,"Drama",24019,3431,2,199,"English","UK","R",30,2002,7.1,2.35,983,6958
"2096",12.469811,"Color",102,563,"Comedy",69172,13156,1,316,"English","USA","R",22,2005,6.6,1.85,0,26546
"2097",12.398628," Black and White",94,394,"Action",21542,2880,2,88,"English","USA","R",20,2002,6.1,2.35,977,5616
"2098",13.21403,"Color",102,192,"Comedy",60516,500,3,147,"English","USA","PG-13",20,2008,6.7,1.85,0,1110
"2099",12.232937,"Color",108,212,"Action",22823,2799,1,113,"English","USA","PG-13",22,2009,5.6,2.35,0,5121
"2100",12.13442,"Color",116,198,"Drama",92237,20258,0,366,"English","UK","R",20,2010,7.2,2.35,25000,39340
"2101",11.784,"Color",93,18,"Action",6701,1151,0,26,"English","USA","PG",20,1994,4.3,1.85,444,1970
"2102",11.169531,"Color",102,1000,"Comedy",79855,1778,2,235,"English","UK","PG-13",20,2008,6.4,2.35,0,4345
"2103",11.034436,"Color",103,350,"Comedy",13505,5637,1,180,"English","UK","R",20,2005,7.1,1.85,0,11464
"2104",12.626905,"Color",115,214,"Action",32567,27214,3,106,"English","USA","R",20,2016,6.3,2.35,0,54396
"2105",10.569071,"Color",96,11000,"Comedy",35586,11867,2,131,"English","USA","R",20,1997,7.4,1.85,0,34564
"2106",10.544143,"Color",98,4,"Comedy",16372,4843,2,121,"English","other","PG-13",20,1999,6.1,1.37,311,8524
"2107",13.650738,"Color",101,53,"Comedy",61360,16926,1,129,"English","USA","R",20,2015,6.6,2.35,25000,32559
"2108",10.555348,"Color",106,277,"Comedy",17349,24887,0,42,"English","USA","PG-13",20,1989,6,2.35,855,49547
"2109",9.714482,"Color",101,11000,"Comedy",30083,1614,0,140,"English","USA","R",20,1996,6.8,1.85,0,14228
"2110",8.579684,"Color",87,0,"Comedy",89547,24324,0,199,"English","USA","R",9,2007,7.4,1.85,0,47429
"2111",9.525276,"Color",111,0,"Action",60156,3309,0,299,"English","USA","R",20,2007,6.8,2.35,0,5632
"2112",8.855646,"Color",99,52,"Adventure",49855,23409,1,117,"English","USA","PG-13",21,2009,7.2,2.35,10000,46609
"2113",9.109322,"Color",88,84,"Comedy",25371,1343,3,129,"English","other","PG",20,2004,1.9,2.35,0,2638
"2114",8.326035,"Color",83,10,"Action",21933,1019,2,76,"English","other","PG-13",33,2005,5.5,1.85,676,1885
"2115",8.104069,"Color",91,10,"Action",9785,2700,3,26,"English","USA","PG-13",20,2007,4.5,1.85,233,4399
"2116",8.05428,"Color",108,54,"Comedy",6838,2730,3,117,"English","USA","PG-13",20,2004,6.3,1.85,924,4600
"2117",8.093318,"Color",148,0,"Comedy",61935,707,0,242,"English","USA","R",20,2014,6.7,1.85,18000,1264
"2118",7.382993,"Color",77,3,"Adventure",3851,2185,0,114,"English","USA","G",20,2006,2.8,1.85,346,4258
"2119",8.888355,"Color",110,9,"Drama",7894,3177,19,25,"English","USA","PG-13",20,2013,5,1.85,0,5950
"2120",7.00172,"Color",83,119,"Comedy",8560,2907,2,205,"English","USA","PG-13",12,2008,4.3,2.35,797,5360
"2121",7.268659,"Color",107,0,"Action",59248,2848,7,164,"English","other","R",20,2013,5.6,1.85,48000,5696
"2122",6.852144,"Color",100,17,"Drama",15169,1267,0,213,"English","other","PG-13",22,2003,6.2,2.35,0,2468
"2123",6.563357,"Color",87,29,"Adventure",18571,4218,4,120,"English","USA","R",20,2008,5.3,2.35,847,6563
"2124",6.201757,"Color",154,608,"Biography",10037,1690,1,202,"English","UK","R",10,1999,7.4,1.66,608,3899
"2125",5.702083,"Color",99,0,"Biography",80617,23755,3,190,"English","UK","R",15,2011,6.5,1.85,36000,47446
"2126",5.480996,"Color",100,0,"Animation",89383,39507,0,293,"English","USA","R",8.7,2006,7.1,1.85,0,78914
"2127",6.002756,"Color",116,150,"Biography",24997,21200,2,75,"English","USA","PG",20,2012,7.2,1.85,13000,41306
"2128",5.132655,"Color",94,892,"Horror",37626,838,0,521,"English","other","R",20,2005,2.3,2.35,1000,2415
"2129",5.205343,"Color",111,650,"Comedy",11958,1573,3,39,"English","USA","PG",20,2009,6.4,2.35,1000,3318
"2130",5.005883,"Color",100,143,"Drama",29649,2295,1,361,"English","USA","R",20,2004,6.1,1.85,0,4378
"2131",5.749134,"Color",125,78,"Action",45799,3979,0,180,"English","USA","R",20,2014,7,2.35,0,6771
"2132",4.23404,"Color",119,18,"Biography",14301,64,0,45,"English","USA","PG-13",20,2008,7,2.35,0,129
"2133",4.001121," Black and White",135,162,"Biography",48346,36398,0,230,"English","USA","R",20,2007,7,2.35,0,72788
"2134",3.749061,"Color",93,19,"Action",28629,30134,3,113,"English","USA","PG-13",20,2012,4.9,2.35,0,58772
"2135",3.519627,"Color",114,0,"Adventure",41737,3014,4,105,"English","USA","PG-13",20,2008,6.9,2.35,0,5312
"2136",3.081925,"Color",124,0,"Comedy",55842,24732,0,274,"English","USA","R",21,2008,7.5,2.35,13000,48363
"2138",2.353728," Black and White",114,22,"Comedy",4293,1776,5,53,"other","other","PG-13",20,2003,6.9,2.35,235,3331
"2139",2,"Color",124,42,"Biography",2998,1462,0,74,"English","USA","PG",20,1980,4.5,2.35,1000,2640
"2140",1.900725,"Color",104,214,"Crime",43205,2129,1,232,"English","other","R",2,2005,7.4,2.35,0,4282
"2141",2.246,"Color",118,14,"Biography",2302,3384,4,20,"English","USA","PG",20,2015,7,2.35,0,6567
"2142",1.646664,"Color",80,121,"Comedy",4518,2467,2,66,"English","USA","R",20,2003,2.8,1.85,241,4635
"2143",1.190018,"Color",107,110,"Action",261317,25088,2,1137,"English","USA","R",20,2002,7.5,2.35,20000,49796
"2144",1.027749,"Color",125,55,"Drama",8087,1003,4,33,"English","other","R",40,2008,7.1,2.35,1000,2061
"2145",0.88271,"Color",115,115,"Crime",16215,11433,2,138,"English","USA","R",24,2000,6.4,2.35,401,22525
"2146",0.531009,"Color",122,11000,"Drama",7976,22319,0,61,"English","USA","R",10,2015,5.3,2.35,0,55507
"2148",0.375474,"Color",101,25,"Drama",2613,20354,0,46,"English","USA","PG",20,2005,6.2,2.35,445,39509
"2149",0.30507,"Color",107,58,"Action",3843,1592,1,25,"English","USA","R",20,1994,6.4,2.35,399,3206
"2150",1.183354,"Color",107,14,"Action",13026,1577,1,75,"English","USA","PG-13",20,2010,5.1,2.35,0,2673
"2151",0.121972,"Color",100,3,"Crime",9868,15612,3,81,"English","USA","R",22,2002,5.5,1.85,217,30563
"2152",0.263365,"Color",110,278,"Comedy",6147,3785,2,36,"English","USA","PG-13",20,2010,5.4,2.35,0,7846
"2153",8.04769,"Color",125,43,"Drama",77656,2608,0,220,"other","other","PG-13",19.4,2006,7.5,2.35,0,5252
"2154",0.47627,"Color",184,34,"Action",29602,1601,2,110,"other","other","R",20,2008,7.4,1.85,0,2747
"2155",184.208848,"Color",236,0,"Adventure",186485,2398,1,382,"English","USA","PG-13",22,1990,8,2.35,0,4402
"2156",100.292856,"Color",97,52,"Comedy",160418,5547,0,296,"English","USA","R",20,2011,5.7,1.85,16000,9940
"2157",58.571513,"Color",113,17,"Crime",30213,15914,1,112,"English","USA","R",19,1989,6.8,1.85,0,31081
"2158",51.43116,"Color",95,15,"Comedy",62861,3092,2,232,"English","USA","PG",20,2004,5.9,1.85,0,5487
"2159",103.001286,"Color",103,0,"Horror",222018,1212,0,869,"English","USA","R",15,1996,7.2,2.35,11000,2402
"2160",41.86796,"Color",91,17,"Horror",65512,3023,0,478,"English","USA","R",20,2001,5.5,1.33,0,5505
"2161",210.609762,"Color",116,0,"Adventure",732212,3230,0,809,"English","USA","PG",19,1985,8.5,1.18,39000,5379
"2162",40.846082,"Color",93,37,"Horror",45317,2872,0,536,"English","USA","R",19,1999,5.6,1.37,0,5167
"2163",51.697449,"Color",113,0,"Comedy",8346,1465,6,59,"English","USA","PG-13",13,2009,4.1,1.85,1000,2597
"2164",27.758465,"Color",101,8,"Comedy",77987,1292,2,120,"English","USA","PG-13",19,2010,6.1,2.35,0,2403
"2165",56.127162,"Color",95,189,"Comedy",57479,2020,2,205,"English","USA","PG-13",18,2003,5.4,1.85,0,3323
"2166",1.357042,"Color",109,93,"Biography",53977,35561,1,125,"English","other","R",15,2011,7.1,2.35,14000,70175
"2167",15.911333,"Color",85,2,"Adventure",2855,2429,1,119,"English","UK","G",19,2000,3.6,1.85,663,4372
"2168",39.103378,"Color",101,42,"Horror",93272,2609,0,251,"English","USA","R",20,2010,6.5,2.35,0,4755
"2169",10.049886,"Color",125,6000,"Adventure",417971,44,0,902,"other","other","PG",19,2001,8.6,1.85,28000,6078
"2170",8.6,"Color",132,79,"Action",17982,28094,2,95,"English","UK","PG",25,1984,7,2.35,1000,55173
"2171",21.483154,"Color",131,33,"Drama",98741,1985,1,236,"English","USA","PG-13",19,2013,7.6,2.35,53000,3746
"2172",8.396942,"Color",129,51,"Adventure",72715,4324,1,103,"English","USA","R",19,2008,6.5,1.85,0,6775
"2173",0.012561,"Color",100,14,"Comedy",71276,4094,2,181,"English","USA","PG",19,2010,6.4,2.35,13000,8011
"2174",6.923891,"Color",97,31,"Comedy",43867,5519,4,83,"English","USA","R",23,2011,6.3,2.35,0,10112
"2175",2.119994,"Color",92,22,"Family",1153,2,0,15,"English","USA","G",19,1993,5.7,1.85,238,26
"2176",1.292527,"Color",116,500,"Crime",3536,14579,2,44,"English","other","R",19,1996,6.3,1.85,228,28609
"2178",22.245861,"Color",81,0,"Comedy",143251,25489,0,710,"English","USA","R",19,2002,7.7,1.85,0,49325
"2179",20.43394," Black and White",97,0,"Horror",78883,1876,8,662,"English","other","R",15,2005,6.2,2.35,0,3292
"2180",10.562387,"Color",118,0,"Adventure",213226,43105,0,648,"English","USA","R",18.5,1998,7.7,2.35,15000,84349
"2181",18.439082,"Color",100,0,"Comedy",94292,7252,3,287,"English","USA","PG-13",18.5,2009,6.4,1.85,13000,13237
"2182",150.056505,"Color",97,89,"Comedy",216581,2771,3,397,"English","USA","R",18,2014,6.4,2.35,21000,4907
"2183",119.93873,"Color",114,55,"Action",265818,2085,0,213,"English","USA","PG-13",18,1994,6.9,1.85,0,3713
"2184",114.968774,"Color",130,545,"Comedy",153468,28018,1,204,"English","USA","PG",18,1988,7.3,1.85,0,55260
"2185",128.505958,"Color",82,119,"Comedy",297014,505,1,1198,"English","USA","R",18,2006,7.3,1.85,0,1127
"2186",95.001351,"Color",96,126,"Comedy",131801,4380,1,548,"English","USA","PG-13",18,2001,6.2,2.35,0,7878
"2187",76.4,"Color",105,12000,"Action",58743,14762,1,192,"English","USA","PG",17,1984,6.6,2.35,0,40069
"2188",75.072454,"Color",122,301,"Drama",96569,2759,0,522,"English","USA","PG-13",20,2005,6.7,2.35,0,5056
"2189",65.535067,"Color",88,31,"Comedy",59380,2604,1,202,"English","USA","R",17,1999,5.7,1.85,0,4613
"2190",13.998282,"Color",110,179,"Action",24854,15044,1,374,"English","USA","PG-13",16,2014,3.1,2.35,31000,28957
"2191",6.061759,"Color",103,15,"Comedy",49077,1615,0,475,"English","USA","PG-13",17,2005,6.3,1.85,0,3077
"2192",64.955956," Black and White",106,8,"Comedy",10104,3956,4,69,"English","USA","PG-13",18,2004,5.7,1.85,265,5889
"2193",60.057639,"Color",98,72,"Comedy",107815,3151,2,485,"English","USA","R",18,2003,7.1,1.85,10000,5413
"2194",53.86803,"Color",68,116,"Comedy",183425,10557,2,425,"English","USA","PG-13",17,1997,7,2.35,0,19657
"2195",59.573085,"Color",94,52,"Comedy",13562,2259,10,103,"English","USA","PG-13",18,2016,6.1,2.35,19000,3451
"2196",52.691009,"Color",99,42,"Comedy",18727,3567,2,45,"English","USA","PG",21,2011,6.6,2.35,0,5710
"2197",59.735548,"Color",107,323,"Action",290949,4223,1,629,"English","USA","R",15,1987,7.8,1.85,13000,7340
"2198",51.6,"Color",180,869,"Biography",270790,3076,0,549,"English","USA","R",18,1984,8.3,2.35,16000,5828
"2199",43.818159,"Color",89,29,"Horror",27664,4867,0,260,"English","USA","PG-13",20,2008,3.9,2.35,1000,8044
"2200",86.049418,"Color",97,70,"Comedy",245989,5032,4,554,"English","USA","PG-13",17,2004,7,1.85,0,8727
"2201",43.601508,"Color",113,22,"Comedy",35718,1310,1,317,"English","USA","PG-13",18,2003,6.7,1.85,0,2378
